FMCG_CID,CurrentBalance,YearInflow,ManualTransactions,onlineTransactions,TotalTransactions,NoOfclosedAccounts,NewAccountsOpened,No.ofchequeBounces,No.of failedtransactions,YearOutflow,OverallPerspective
119429,84029313,21839045171,573584,598560164,599129832,686,2513,8630,7487949,40258507361,0
120747,46104018,87110950032,237912,945349490,945584298,277,8623,7209,9398330,91256295224,2
143643,48130726,4792129104,46247,770339105,770381622,922,1381,8907,7001743,83509229233,1
193478,37317882,37750197819,997279,744545981,745542778,243,3160,1425,1306109,66018437392,1
162749,53094733,80454124307,472158,501476328,501946187,278,2319,8294,1823099,78865830791,2
133453,31558020,76331080368,287043,393803718,394089240,522,9052,8227,4589385,64275723524,2
194716,6537634,69441024346,918036,900060849,900978593,367,4247,4512,441809,45533931469,1
146822,36718775,84619372016,96630,853022432,853119032,909,2554,7435,8039361,67143962664,2
154298,74409544,64586998052,989697,923657427,924646353,335,2935,3554,4095612,50025752555,1
131603,44579343,50150885291,48029,261234735,261281224,499,3615,8584,5902833,42595563695,1
157298,74052490,67241228634,797590,728071234,728864887,845,5689,6606,6263649,64731147282,1
116874,79964807,32017615996,633589,470312296,470942428,245,4004,9648,7435557,12651194747,0
132811,30465933,96433038615,142662,200439872,200580274,896,3077,9187,7850234,18946254604,1
198179,97927497,76463388218,432533,40237169,40667383,264,8799,8591,4225863,25972803028,1
192614,55147643,62927793988,532038,761586235,762115425,557,1266,9228,3140018,66906238056,1
178985,61937590,28436427963,724564,893832872,894556188,429,5789,6589,296845,33778009383,0
124837,32255620,74663297852,369505,385988505,386356229,921,7399,4331,635998,78097897693,2
131715,19800379,56745489990,471319,868564355,869032396,505,3415,999,9286690,58623616778,1
127950,64476880,62334292734,948667,359512336,360460532,591,1197,7079,679421,26159733040,1
185675,26226428,91159900160,939226,742842733,743778536,528,1705,5318,2747920,19452350407,1
190593,41849568,63099771250,944757,554489473,555432733,120,3761,3188,7599520,15040861127,1
121967,20260197,34636213020,71732,652236359,652307461,200,3094,343,3645298,34450868795,0
135382,58375281,74197342877,962465,169666666,170627068,175,5022,9805,1650629,49145354568,1
173939,84588765,60182481801,189349,224016014,224204123,802,5781,9412,3606351,53548336781,1
195970,49864668,17496716544,253627,632380527,632631804,381,7706,9990,5658808,90647911587,1
168014,59694416,59841455595,389914,854061090,854448329,851,8444,9706,4872760,34688635767,1
143395,58818690,22629382376,768634,785683992,786452530,442,3085,8375,7641702,47932191924,1
182455,28787698,36032840245,572023,233048572,233617293,1002,8221,9218,5310762,43997365234,1
140906,13541634,33070863398,634773,360839435,361471399,616,4014,2868,2168752,29486477204,0
192070,6194787,8262633784,583548,589143238,589722916,209,9285,8783,8546878,51166253418,0
147855,33822408,51973239488,345535,987157989,987502521,839,9350,4618,3253630,10314811213,0
171050,79726776,65104372235,823935,185550148,186371063,1057,7658,9773,9325988,97731645189,2
132471,17736856,24401538759,737933,874083274,874820373,165,9103,9415,1334936,96965787957,1
130866,93355682,50624262500,261737,428580467,428840774,1045,7830,2152,9906185,23889035644,1
155108,21226339,88275852859,809747,223446310,224252434,1015,8019,2543,6634210,51517034438,2
179518,84549202,65035525015,325633,142194672,142517067,826,4456,7641,690610,97557758163,2
171076,5171496,51357217823,624217,700611032,701234621,517,4813,8021,7166991,16739867112,0
158217,68178013,24331643245,378060,967065331,967443259,827,7270,5892,1384927,21953837179,0
201547,73045181,63396456526,349976,600883963,601229997,408,2828,6235,5149187,12664245542,1
146867,63214366,58071180151,826154,484307625,485131972,239,4483,3899,9663591,8842058939,0
170057,42995991,54520598303,266967,645730350,645995891,198,1514,3214,766739,18414915547,1
212606,30100946,59924639706,228082,671005114,671229843,497,6798,8800,955253,74196689823,1
143621,80046147,45479505923,68941,956528126,956596117,355,9836,1195,5807616,36704961314,1
112768,84382405,63478743498,117859,269699172,269815091,443,1707,3021,2757137,30874791846,1
165709,97478915,1653159526,967215,622071738,623037539,839,5917,7121,8435181,68420575355,0
137675,37676703,94146516836,80987,190603343,190681157,90,9847,6516,8242278,23336387582,1
207184,69795861,86114377307,781851,891756831,892537212,876,6968,9026,7020010,71219971177,2
208300,79670281,44610891196,85436,260036561,260118673,568,8071,8524,8183825,82656358938,1
151289,64685422,74029972953,987698,179698953,180684097,426,7248,2491,2299675,96910258659,2
126043,74553173,41007541368,810347,522074187,522882882,323,4984,4248,8461845,98282175024,2
123924,72320221,20870163322,198032,706953898,707148413,653,5621,6512,1413318,31927524808,0
114206,65840448,2448277453,440179,202380710,202817636,332,4428,9381,5252056,5375018630,0
129413,21579496,57206869923,64044,611711767,611775530,622,6398,2241,6876402,63459820212,1
206233,59477705,60335167045,720152,261701384,262421144,258,7695,4023,685498,84974248527,2
201654,72942263,36374768460,589838,985970020,986556070,162,9571,2286,7830651,67778357021,1
145656,45388211,15112741668,276770,852286143,852561798,111,2861,4979,9732826,64817654869,1
115602,44661556,82563569916,630431,583439190,584066269,1067,4495,1387,3626583,50003909564,1
141112,5702901,42689979257,782343,172473568,173255464,571,5583,4729,8674130,17494783869,0
164382,80128530,13323304344,491098,263941205,264431317,480,8495,3954,6829330,3293406496,0
124762,48764830,12992597405,709807,352333344,353039262,777,2882,2951,411693,1114196239,0
146194,47904240,3089216897,740144,986235746,986973482,640,8495,5858,7700144,18344646522,0
120225,11068825,62984897742,103359,404253213,404356175,629,7217,5560,7195764,36530398925,1
205819,37941701,99083975848,302919,54585754,54888667,288,4999,2485,7138655,91664282751,2
169696,61174261,88007545964,740582,457922588,458660441,926,8790,6193,3665473,41094677786,1
122761,34210745,96463772778,394636,46977412,47369601,173,9638,7328,3118867,4945651454,1
153771,83181952,32248954767,888755,487438892,488326330,1015,9210,4378,6875703,24461343025,0
168954,96699190,16573140159,288394,230983892,231268975,734,2429,5378,7225738,90925051579,1
184653,23235869,76137001251,145400,154784717,154928941,412,1774,2778,6200826,9400729553,1
137976,74874279,99281526760,728508,264995223,265723631,392,9648,319,7176531,33303878146,1
154909,46789249,19375881638,791353,434265807,435053174,155,6858,5988,4933601,26731025769,0
143338,59148038,87298774285,603940,230450041,231052725,227,6503,3149,9890237,1864674661,1
173579,29579235,14735197723,952593,281247038,282198002,141,6790,9262,4313189,50239715480,0
119276,99295499,65379163252,43430,668700599,668740144,991,7008,5655,9621494,60801646196,1
146246,84709923,49565223054,277888,824119943,824396144,190,5541,8438,2983749,25195230537,1
180764,13253770,19397847058,689506,491897633,492583322,331,3339,4285,6590737,49005175823,0
141274,45955576,82094272236,51070,427165751,427213201,576,2658,4197,5825167,44540322858,1
195371,24638110,63908788607,588347,956184282,956771255,533,3524,583,1612225,41658701509,1
124729,43635881,64810112535,566866,806471864,807035441,796,9729,9813,9471846,34193758561,1
209205,67274519,64865143583,663177,91100422,91759804,692,8970,1381,2265145,53884088391,1
128007,7782746,61827981907,364661,505604461,505968792,987,1721,623,731278,72913177084,1
186741,30428806,75674654010,84793,139579331,139662265,888,2596,1201,6441492,38820377563,1
134185,82418298,90652044658,753117,384654331,385406508,741,7599,3543,417099,74981676909,2
148991,53339483,90514010015,258228,980465745,980722475,446,2969,4563,5517023,90377638134,2
168042,57557845,4763562462,761669,876761550,877522680,446,4986,8966,7881151,75284654290,1
164578,47977193,20736547768,875717,184468027,185343453,375,3151,3293,9095843,71403280145,1
178834,99551479,35510872624,305294,59553255,59857391,614,7371,360,1882146,30612791585,0
139788,29469918,7751165037,894289,635189438,636081882,98,2136,8506,2507367,1949602365,0
162104,52936720,40053115749,222434,134783274,135002878,248,6458,10007,8772365,73801725020,1
147213,34895231,46690036607,382146,131343633,131722570,391,7525,2530,2691320,61707622183,1
116656,48589494,26040922869,181830,471930572,472112041,340,8414,3129,7869761,59364836282,1
190049,84712915,30155769867,518259,635889077,636404584,347,8881,1084,9885890,39317264618,0
181701,83819610,58649516111,662608,699843889,700505420,208,7701,9714,9220579,66649541816,1
213118,42870828,82971551877,819120,866478373,867293959,183,7296,4967,9847144,71227242136,2
128309,92526481,90163650298,799287,186887660,187685826,1047,3036,5695,9894615,76927533658,2
203845,99479210,90565847646,908516,299612265,300520439,425,8890,7362,6987179,40058337245,1
183371,9599493,38042384329,321257,751040822,751358182,1017,2781,1457,9247527,1215213364,0
138795,31272247,55209686477,726465,672524081,673248063,261,6626,370,9127116,65096317738,1
170818,13304390,86477880515,96826,550960709,551053740,867,3317,932,3690329,94426178728,2
169302,58018448,38327866453,239594,755083448,755322231,239,5067,9133,5719802,2191729077,0
174197,63902860,16074673225,277806,335996447,336273384,443,1222,9207,6784246,53685709654,0
113487,54472587,27507471532,138390,503444315,503582292,1012,4102,8017,3051330,38499059912,0
146377,7935475,44780268783,272658,568852574,569122351,185,9662,7950,5216480,68504635436,1
165243,70159042,18547311151,177138,716763956,716940659,896,6813,744,7615107,63250663507,1
112686,40138043,23060167952,615136,463797549,464412546,987,6827,6270,4562970,78239387055,1
202571,50873416,48727810880,950197,824815951,825762286,655,5184,1818,8213386,79450008677,1
126131,29043595,73230428731,273543,553988003,554257822,934,6864,7619,1764263,68454561069,2
199254,12492298,73389911028,614044,197958102,198572117,1049,1535,1472,6994103,65408080940,2
194120,93161876,97209924670,856646,352221547,353076723,600,5860,1229,2371588,32697926696,1
174845,65243504,57410080036,827559,619879405,620703022,837,5355,3697,5181562,21711600979,1
141192,43710738,8764760937,201325,45643538,45840934,408,6032,5005,894520,53991328746,0
154505,11568441,13510921221,884058,558265580,559146455,580,6248,5023,7178654,32950213274,0
124273,97989281,53978433951,150247,526011897,526161341,74,2964,9483,5049792,98500223075,2
154492,78262211,33887196565,576431,902051539,902624458,276,6144,6790,4832235,35597295091,0
209208,3636244,88696115990,795963,109417412,110211937,945,3573,5643,2832643,13837089208,1
140780,67178804,73388950107,687623,230326460,231011614,266,2925,376,6619669,92074958506,2
177889,57391740,35601483423,13397,110843266,110854788,209,6121,867,4890643,46256505468,1
160202,23588473,67587659839,804426,812874652,813677682,240,4259,2805,757591,3218451219,1
195196,29134504,57415568562,127251,274847172,274972360,314,1726,553,6781748,81313742734,2
205594,56216883,89914321354,953507,319400719,320354166,422,9473,8357,6393483,13710059639,1
193847,93208426,36517807843,366604,209246300,209612181,374,9568,9149,4730108,42532308578,1
160111,51240679,4036463494,583565,198343684,198926209,935,4120,3850,2594273,80662913893,1
182749,29438730,98990417007,701397,477540843,478239178,641,8159,6096,6518664,60409845710,2
169729,90511254,66805375098,812495,175428893,176239286,531,10034,9102,9957358,1486107273,0
165611,1792061,35122806962,184236,758952588,759133825,620,6317,8573,6712580,11217043908,0
197236,61166028,73716775278,780006,957823815,958602673,820,3646,6937,3945205,84940741566,2
122238,99007383,31769957068,216059,206588643,206801929,464,2012,5570,3016891,90746709660,1
205527,96352546,24449744434,615362,535288801,535900404,969,2278,950,565828,34347313558,0
117708,98766420,42038971635,319479,462762471,463078962,982,4357,1378,8842709,56154872181,1
151400,29432183,70469087824,640472,872242940,872881534,607,3658,5137,5106656,34733734589,1
182430,26395124,44734157014,841216,601541004,602378528,346,7594,4503,2621765,50923085071,1
199166,7960628,16190821613,179530,844123623,844299662,610,2337,7603,4328054,12925260420,0
205798,66381333,64412614093,363699,888174789,888536541,267,6396,730,4994864,70808626385,2
143844,35588262,26085353449,188996,838492245,838678276,799,6790,1083,5661183,44026902323,1
182346,26387050,16083417150,172730,417993806,418163016,544,7728,2728,8714913,20972143870,0
118946,66733926,8400734038,876015,521959041,522833087,567,9329,8563,438871,79966110302,1
156801,38327585,44125530574,755845,105646343,106400805,656,6773,6525,6917012,3870840798,0
162504,13349245,95669013900,957276,449855414,450809903,141,7772,8505,8556109,23657072021,1
187529,24664148,31745670137,967569,559128138,560093628,238,8495,4581,4299307,43176652062,1
200672,63923143,60347425209,900782,355288706,356185884,228,8216,1596,7381077,38672098973,1
160711,53926175,45213766920,832051,915382665,916210801,198,7151,2670,6093731,44470441616,1
172869,58019591,28229807606,919437,737246848,738163016,977,1751,2181,3879564,93222663654,1
119941,75842698,36707526322,39770,992481996,992520676,925,8009,6154,1874275,60054936762,1
121927,27550717,39552141899,33276,893513432,893543757,561,7978,8044,4823398,35180114372,1
180818,42541929,68237262519,477008,55521707,55998002,553,6270,5096,1977454,82482950024,2
138394,30405042,56517079960,95658,197109992,197204107,104,3265,468,3844016,55804967288,1
205866,61248259,9741181771,557243,57203327,57760100,937,9530,5091,3157635,63139279656,1
210310,11953965,40201823926,220284,932330918,932550672,972,4874,9788,9688031,30455433076,1
135937,28305835,75708628452,488748,73617295,74104650,843,8886,6225,4526854,73831056925,2
132911,44817407,52299730016,675120,794476349,795149458,77,9353,1050,4389352,15952093912,0
139785,71659733,99287283954,214441,899800660,900011658,946,4652,1479,5912466,99020753462,2
177135,80564613,49806317263,819171,254091733,254910386,104,3866,6681,9485800,27873649205,1
196751,14357526,55482111864,798911,907227951,908026586,937,8415,9848,2862885,71660413785,1
166228,75051498,44602621511,526558,842779423,843305008,304,9947,3447,8753336,49279339029,1
139571,49193404,97403331384,294640,789472334,789766162,724,8674,6086,6670831,79986944103,2
118672,46013001,81389329427,597827,26906257,27501919,461,4287,8758,6928378,21621418396,1
195769,95962845,81784614840,276757,764268363,764544058,788,5844,9131,864275,64985564610,2
195905,56068900,5722176489,341066,863157804,863495214,1052,5743,2084,2642968,42921013951,0
116187,9488304,57810142344,117563,375607736,375721922,926,5278,3400,9788422,92208399154,2
197816,88721724,50071975941,425147,380347411,380770744,397,9040,2629,1143349,37467049306,1
124369,21920416,41638247147,846087,464838121,465681407,913,6008,5801,5043687,66797565489,1
193052,11591287,41299780119,853572,987737697,988588537,1043,9102,555,2892384,9034351361,0
214446,78574908,30878239092,169996,814804983,814971602,123,1191,3271,3724763,30771026383,0
